machineID,volt,rotate,pressure,vibration,errors
52,170.65719199185588,448.80675107095567,100.79162554370842,40.35601182238285,3.6464088397790055
53,171.4495583903488,447.6252164695542,100.83669780724854,40.068384993361924,4.143646408839779
54,170.78387750008545,447.85957113471983,101.40659191308323,40.06776177563364,3.812154696132597
55,171.01913290268632,447.2491116766187,100.63471001364279,40.29815248011961,2.4861878453038675
56,170.59267307140513,448.06829397989634,102.46846704510811,40.284661016943964,2.8176795580110494
57,170.7977980962793,447.402031411614,100.18020687076756,40.20363430025967,2.8176795580110494
58,171.04597045759917,444.27407114379025,101.15238531247047,40.14533111708155,2.4861878453038675
59,170.60018690172154,446.23395970635374,100.20211311300984,40.40985799864205,3.480662983425414
60,170.00475576733604,446.9494266368252,100.19166374116104,40.057181854188414,4.640883977900552
61,170.52426481444763,446.10125459520896,100.92041992465812,40.24657612203563,1.8232044198895028
62,170.52098504030627,447.7041940105699,100.6076117760849,40.377907379791154,1.9889502762430937
63,170.52863937213664,445.85453028301976,99.82120845285749,40.36459590872943,4.806629834254144
64,170.28228402225196,443.6660509633359,100.35583987478893,40.87272095533089,3.812154696132597
65,171.11261021888973,447.46639735909986,100.43466277846149,40.44369199478796,3.1491712707182318
66,170.56947388936317,448.5944406293664,100.26935721622249,40.507920749674305,3.9779005524861875
67,170.48907441561653,446.9087046875863,100.03797721899282,40.36907527135885,2.983425414364641
68,170.19547799071245,447.1100128842499,100.23326708597509,40.16164310489298,3.9779005524861875
69,170.64151478343788,446.22690966252964,101.16083295643085,40.63842541281416,3.480662983425414
70,171.08787620703205,448.26628018932263,100.44531213254733,40.34333134215772,2.6519337016574585
71,171.44019258370133,446.0463901799261,101.14769550989129,40.27145356857483,3.9779005524861875
72,170.28329157768812,450.3849311354681,100.91223802109491,40.376688850883134,2.8176795580110494
73,171.4607756905029,448.4590931495282,101.62012680335077,40.74890330232354,4.143646408839779
74,170.71565728926032,444.56437626482364,100.73132570589962,40.25610979982085,3.314917127071823
75,171.1575989578975,445.04006405267825,100.39046445103902,40.41381131892575,3.480662983425414
76,170.80653434477392,445.72829499547265,100.57716112273637,40.41729409598168,2.983425414364641
77,170.49568957275864,448.57992777732903,101.29202154601256,40.346953055483205,1.4917127071823204
78,170.8663223549278,447.24934529715796,100.76052762405773,40.28442086768661,5.635359116022099
79,170.90441627236189,444.96871657968484,100.27870594502971,40.506578478919664,3.314917127071823
80,170.21798774330802,448.5501485991268,100.39344199228915,40.06354080988219,2.8176795580110494
81,171.02578811861162,443.72494479458544,100.6626870360113,40.14710627547623,4.30939226519337
82,171.61177948360123,444.9938669440057,100.47534694403531,40.31927830340985,3.6464088397790055
83,170.59241122599923,446.3567820732428,100.94500591978885,40.808681203245065,2.6519337016574585
84,170.64067211015035,445.75191996083663,101.2934727111217,40.50615383980163,3.6464088397790055
85,170.94439570528874,447.5130654873821,101.15173436314504,40.14431007729864,3.1491712707182318
86,170.16051112058935,447.1484766958858,100.60493121088801,40.15951749297816,1.8232044198895028
87,170.70961944933185,445.73272908757974,101.6178359675003,40.49379746284127,3.9779005524861875
88,171.0672614623733,446.6083239605988,100.52938225593358,40.516618388754885,3.812154696132597
89,171.1086237436396,443.6637269005575,100.43996682740134,40.46943105277672,1.9889502762430937
90,170.83643055035316,445.29078019492914,101.38167722293024,40.00788308059054,3.480662983425414
91,170.5160217956243,444.9967598713681,101.10748753825901,40.32257078541499,3.1491712707182318
92,170.71061332204798,448.8750621686286,101.66781793917657,40.366883855926424,4.475138121546961
93,171.39053099144428,442.99055578622233,100.6064314888045,40.39359595374238,2.983425414364641
94,170.60366639640176,446.1090980646895,100.64948394397393,40.516554396372186,2.983425414364641
95,170.587082470222,444.83890370354027,101.24334288298526,40.20065400499608,3.812154696132597
96,170.87643455215104,448.6916622106889,101.00664741000527,40.21914202970543,3.6464088397790055
97,170.79732355258716,446.3244202884498,101.00714721055233,40.7150730764726,3.480662983425414
98,171.44543832509086,446.32475221258943,101.553288331514,40.62654078451537,4.143646408839779
99,170.48153951763473,443.99692839247695,101.15474042872333,40.65765432109371,5.138121546961326
100,171.39689949091454,448.7755722639448,101.47207388802605,40.264047081898475,1.8232044198895028
